"customer_state","customer_city","total_orders","total_revenue"
"SP","bom jesus dos perdoes","17","1930.0300000000007"
"SC","xaxim","10","1928.2500000000002"
"SC","morro da fumaca","7","1921.4500000000003"
"GO","santa fe de goias","4","1921.27"
"SP","itajobi","10","1915.73"
"RS","ronda alta","6","1914.31"
"PR","cafelandia","11","1911.5100000000002"
"MG","passa quatro","9","1906.52"
"GO","niquelandia","13","1902.0100000000002"
"RJ","miracema","17","1891.4399999999998"
"SC","sao francisco do sul","16","1890.4999999999998"
"MG","lagoa da prata","10","1884.0799999999997"
"RS","lagoa vermelha","14","1883.0399999999997"
"RJ","itatiaia","18","1882.2899999999997"
"MG","santa juliana","8","1880.3700000000001"
"RJ","quissama","11","1879.6799999999998"
"RS","taquari","11","1870.86"
"PR","mariental","1","1867.85"
"ES","montanha","10","1862.7700000000002"
"SP","santa adelia","15","1861.06"
"SP","jardinopolis","13","1851.4799999999998"
"RJ","aperibe","12","1835.9099999999999"
"RS","torres","17","1833.3200000000002"
"SP","itatinga","4","1832.1"
"SP","caconde","10","1829.57"
"MG","paraguacu","12","1826.2900000000002"
"RS","teutonia","14","1826.22"
"SP","candido mota","16","1824.1"
"SP","tambau","19","1823.4899999999998"
"BA","pojuca","13","1820.78"
"RJ","sao francisco de itabapoana","15","1816.4100000000003"
"SP","paraibuna","10","1810.7499999999998"
"SP","guariba","14","1810.7200000000003"
"BA","esplanada","5","1808.3400000000001"
"GO","morrinhos","14","1804.7200000000003"
"SC","pomerode","9","1797.55"
"GO","senador canedo","16","1790.29"
"GO","quirinopolis","14","1789.7999999999997"
"SP","pirajui","12","1789.3199999999997"
"PR","ampere","8","1788.04"
"GO","minacu","11","1787.8299999999997"
"BA","camamu","8","1782.6"
"MG","vazante","6","1780.31"
"RJ","santo amaro de campos","6","1777.56"
"MG","santana do jacare","4","1769.22"
"MG","boa esperanca","11","1769.0000000000002"
"ES","afonso claudio","11","1767.92"
"SP","ibate","12","1767.2900000000002"
"BA","catu","10","1763.2399999999998"
"PR","nova esperanca","8","1760.46"
"SC","imbuia","4","1759.81"
"MG","carmopolis de minas","5","1756.72"
"RJ","carmo","12","1742.8599999999997"
"SC","guaramirim","13","1736.2599999999998"
"MG","ibia","8","1736.17"
"GO","santa helena de goias","9","1733.6799999999998"
"PR","mangueirinha","8","1733.0499999999997"
"ES","sao gabriel da palha","13","1732.64"
"RS","flores da cunha","12","1732.5700000000002"
"ES","ibatiba","9","1724.5999999999997"
"RS","mostardas","11","1720.33"
"SP","embu","11","1719.6599999999999"
"SP","reginopolis","3","1719.3200000000002"
"SP","piratininga","8","1716.0499999999997"
"SP","jarinu","18","1712.06"
"MG","entre rios de minas","7","1709.62"
"RS","dom pedrito","10","1708.09"
"MG","malacacheta","7","1702.21"
"SP","aracoiaba da serra","11","1701.7600000000002"
"MG","lambari","8","1692.9099999999996"
"MG","piranguinho","9","1689.85"
"PR","andira","11","1688.5900000000001"
"RS","toropi","3","1682.98"
"BA","itamaraju","11","1681.2"
"SC","correia pinto","11","1680.1799999999998"
"SP","bastos","17","1673.9399999999998"
"RS","crissiumal","2","1671.3000000000002"
"MG","mata verde","6","1667.51"
"SP","jose bonifacio","12","1666.93"
"SP","tanabi","11","1666.8799999999997"
"PR","siqueira campos","9","1663.6100000000001"
"SC","garuva","5","1647.66"
"RJ","porto real","7","1645.92"
"MG","tupaciguara","13","1645.37"
"MG","conceicao das alagoas","3","1641.4"
"MG","nova ponte","9","1638.5400000000002"
"PR","jacarezinho","16","1635.3100000000002"
"SP","pitangueiras","16","1634.64"
"ES","vila valerio","8","1632.2899999999997"
"RS","casca","7","1628.94"
"BA","formosa do rio preto","3","1628.1599999999999"
"SC","balneario picarras","8","1619.8200000000002"
"SC","orleans","8","1617.6699999999998"
"ES","baixo guandu","8","1617.17"
"SP","iguape","14","1615.1999999999998"
"RS","arroio do meio","9","1608.08"
"MG","conceicao do mato dentro","12","1606.34"
"MG","itapecerica","13","1603.68"
"SC","lauro muller","8","1597.1899999999998"
"SP","cordeiropolis","15","1597.0899999999997"
"MG","jequitinhonha","11","1595.86"
"SP","pacaembu","6","1595.07"
"ES","marilandia","8","1593.2199999999998"
"PR","ibipora","12","1590.83"
"MG","mutum","8","1589.87"
"MG","aracuai","9","1588.78"
"MG","periquito","2","1588.1"
"MG","baependi","8","1587.3900000000003"
"MG","ipaba","8","1585.2599999999998"
"SP","pirapozinho","14","1582.47"
"RS","igrejinha","17","1581.6399999999999"
"MG","aguas formosas","5","1580.57"
"SP","biritiba-mirim","10","1579.77"
"MG","barroso","11","1575.52"
"SP","guararapes","18","1566.8999999999999"
"RS","girua","10","1560.97"
"SC","itaiopolis","8","1555.42"
"SP","sao miguel arcanjo","13","1554.3899999999999"
"MG","simonesia","8","1549.8700000000001"
"RS","cangucu","12","1545.6899999999998"
"MG","corinto","11","1545.63"
"RS","chapada","4","1545.33"
"PR","santo antonio da platina","12","1544.84"
"RS","nova prata","16","1541.25"
"SP","pinhalzinho","12","1537.96"
"SP","mirandopolis","13","1535.4099999999999"
"SP","tabapua","12","1535.2100000000003"
"BA","ibitita","1","1534.58"
"SP","iracemapolis","18","1532.5"
"RS","campinas do sul","6","1531.24"
"RJ","sao jose do vale do rio preto","12","1527.66"
"RJ","boa esperanca","1","1527.51"
"SP","itabera","7","1522.9799999999998"
"RS","itaqui","9","1522.3300000000002"
"SP","bocaina","6","1520.6200000000001"
"GO","sao miguel do araguaia","5","1518.0300000000002"
"ES","jaguare","13","1513.1000000000001"
"RJ","mendes","12","1509.9899999999998"
"MG","astolfo dutra","11","1509.69"
"SP","agudos","16","1508.9500000000003"
"RS","ivoti","13","1507.4299999999998"
"SP","altinopolis","4","1506.04"
"RS","tres passos","11","1503.72"
"SP","aluminio","13","1500.6400000000003"
"SP","casa branca","13","1500.4499999999998"
"SC","apiuna","7","1484.8"
"RS","bom retiro do sul","2","1484.21"
"SP","divinolandia","7","1482.9"
"BA","alcobaca","4","1481.9"
"RJ","italva","12","1480.61"
"RS","espumoso","7","1480.46"
"BA","tapiramuta","2","1476.8999999999999"
"SP","teodoro sampaio","12","1473.9100000000003"
"SP","santa gertrudes","11","1471.05"
"SC","capinzal","10","1469.2299999999998"
"SC","forquilhinha","13","1468.18"
"BA","coaraci","4","1468.1200000000001"
"MG","divino","13","1466.1599999999999"
"MG","rio pomba","6","1464.86"
"MG","buenopolis","4","1464.22"
"MG","dores de campos","8","1464.19"
"GO","neropolis","7","1464.02"
"MG","botelhos","8","1456.4699999999998"
"SP","duartina","10","1453.3"
"RS","arroio do sal","7","1442.2"
"SC","celso ramos","2","1440.96"
"SP","descalvado","13","1439.57"
"SP","sao simao","10","1439.2900000000002"
"SP","ouroeste","11","1437.57"
"SC","sombrio","10","1437.1200000000001"
"RJ","papucaia","10","1435.7"
"MG","bonfinopolis de minas","2","1433.75"
"MG","sao francisco","12","1431.6999999999998"
"SP","itapui","7","1430.8899999999999"
"SC","ibirama","13","1429.2"
"BA","candeias","12","1426.36"
"PR","assis chateaubriand","12","1426.3"
"SC","gravatal","6","1418.28"
"GO","sao luis de montes belos","7","1412.96"
"PR","realeza","6","1412.76"
"SP","ipaussu","7","1409.26"
"PR","primeiro de maio","7","1407.6100000000001"
"SP","dois corregos","11","1402.59"
"GO","campinorte","7","1400.61"
"BA","vera cruz","7","1394.8199999999997"
"RS","campestre da serra","2","1390.06"
"RJ","goitacazes","11","1388.24"
"SC","herval d'oeste","9","1386.93"
"MG","carandai","11","1386.44"
"SP","balsamo","6","1383.4800000000002"
"MG","perdizes","8","1382.5000000000002"
"SC","rio negrinho","13","1381.73"
"SP","itariri","6","1378.73"
"GO","silvania","7","1373.1499999999999"
"SP","guararema","11","1370.4099999999999"
"RJ","areal","7","1364.6299999999999"
"RS","tapejara","9","1364.49"
"MG","areado","6","1360.55"
"MG","raul soares","12","1357.77"
"SP","sao lourenco da serra","12","1357.0300000000002"
"SC","schroeder","9","1356.76"
"GO","uruana","3","1355.95"
"ES","domingos martins","9","1353.63"
"SP","barao ataliba nogueira","1","1351.51"
"BA","inhambupe","7","1346.98"
"SP","parapua","8","1345.8300000000004"
"SP","maracai","8","1345.6000000000001"
"BA","mata de sao joao","11","1344.18"
"GO","chapadao do ceu","8","1343.2499999999998"
"MG","sao goncalo do sapucai","8","1342.34"
"MG","barra longa","1","1341.55"
"MG","monte belo","5","1340.3000000000002"
"SP","pontal","12","1333.0500000000002"
"RJ","sumidouro","10","1325.97"
"MG","pompeu","11","1321.67"
"RS","frederico westphalen","14","1319.89"
"RS","santo augusto","8","1319.28"
"SP","saltinho","5","1316.35"
"MG","sarzedo","18","1316.3300000000002"
"MG","turmalina","8","1314.34"
"ES","santa teresa","10","1313.6499999999999"
"SP","urupes","10","1313.2700000000002"
"ES","boa esperanca","7","1312.95"
"RS","butia","6","1312.61"
"SP","salesopolis","10","1310.96"
"SC","sao joaquim","9","1310.39"
"BA","conceicao do coite","9","1307.04"
"GO","acreuna","7","1306.4499999999998"
"BA","riacho de santana","4","1302.47"
"MG","raposos","11","1297.31"
"BA","catu de abrantes","2","1295.8600000000001"
"RS","rosario do sul","14","1292.52"
"SP","charqueada","10","1290.8799999999999"
"SC","araquari","11","1285.3600000000001"
"PR","arapoti","9","1280.91"
"MG","capinopolis","11","1277.95"
"PR","campina grande do sul","9","1276.75"
"MG","prata","10","1270.36"
"SP","brotas","12","1269.88"
"BA","casa nova","6","1269.5400000000002"
"BA","camacan","6","1269.3999999999999"
"PR","ibaiti","11","1264.1399999999999"
"SP","aguas da prata","10","1257.57"
"PR","itapejara d'oeste","6","1255.92"
"RS","capao do leao","4","1254.6599999999999"
"MG","arapora","5","1253.3700000000001"
"SP","santo antonio do pinhal","2","1252.69"
"RS","terra de areia","5","1250.93"
"RJ","santa maria madalena","7","1247.4499999999998"
"MG","poco fundo","8","1244.88"
"PR","sao miguel do iguacu","9","1244.1399999999999"
"RS","jaguarao","8","1242.0099999999998"
"BA","entre rios","6","1241.52"
"MG","sao jose da lapa","8","1237.5200000000002"
"GO","goias","8","1236.73"
"PR","pontal do parana","8","1235.05"
"BA","prado","5","1234.5900000000001"
"SP","buritama","9","1234.42"
"RJ","japuiba","5","1230.85"
"MG","ervalia","7","1230.45"
"SP","conchas","8","1229.2199999999998"
"BA","santo estevao","5","1226.69"
"RS","arroio dos ratos","9","1226.52"
"SP","pilar do sul","12","1225.32"
"RJ","mangaratiba","12","1224.42"
"GO","goianapolis","4","1224.04"
"BA","macaubas","8","1221.3899999999999"
"RS","garibaldi","9","1216.25"
"GO","rubiataba","7","1210.69"
"GO","serranopolis","3","1210.27"
"SP","rio das pedras","10","1205.56"
"RS","xangri-la","8","1192.87"
"MG","mar de espanha","9","1191.57"
"SP","taruma","9","1189.9499999999998"
"SP","pirangi","7","1189.1299999999999"
"SP","guarei","5","1187.44"
"SP","monte aprazivel","10","1186.4999999999998"
"SP","engenheiro coelho","12","1186.47"
"PR","nova prata do iguacu","6","1185.19"
"ES","pinheiros","8","1182.5100000000002"
"MG","sao joao evangelista","6","1174.9"
"SP","tarabai","5","1174.4"
"BA","itaberaba","9","1169.15"
"MG","cristina","7","1168.74"
"MG","gouveia","4","1167.23"
"MG","aimores","10","1166.62"
"SP","primavera","9","1166.01"
"GO","cacu","8","1163.53"
"SP","cajobi","8","1162.89"
"SC","otacilio costa","5","1162.8500000000001"
"MG","arceburgo","7","1160.83"
"MG","catas altas","5","1160.35"
"SC","treze tilias","11","1159.36"
"MG","sao jose da barra","6","1158.11"
"SP","chavantes","12","1154.1399999999999"
"SP","salto de pirapora","12","1153.56"
"GO","itaberai","6","1151.08"
"BA","seabra","6","1148.26"
"SP","lucelia","12","1147.89"
"SP","patrocinio paulista","2","1147.46"
"PR","colorado","6","1145.85"
"ES","ecoporanga","8","1145.8300000000002"
"RS","encruzilhada do sul","8","1142.59"
"RS","bom principio","6","1140.75"
"PR","ortigueira","8","1139.45"
"MG","mirai","8","1132.43"
"SP","luis antonio","7","1131.43"
"GO","crixas","8","1129.44"
"MG","fervedouro","8","1128.6100000000001"
"RS","nova roma do sul","1","1127.29"
"ES","sao jose do calcado","6","1127.26"
"BA","jeremoabo","6","1126.37"
"SP","brodowski","9","1123.4"
"SP","pedregulho","2","1122.18"
"SP","santo antonio do aracangua","1","1117.99"
"BA","buerarema","3","1116.81"
"SP","serrana","13","1115.27"
"GO","bom jesus","8","1112.53"
"RJ","porciuncula","8","1112.13"
"PR","paicandu","10","1106.22"
"MG","itamonte","10","1105.06"
"SP","buri","10","1103.3899999999999"
"SP","sao sebastiao da grama","4","1102.0199999999998"
"PR","godoy moreira","1","1101.83"
"PR","pinhao","8","1101.52"
"SP","dourado","8","1098.35"
"MG","tres marias","13","1095.9"
"SC","piratuba","5","1095.8799999999999"
"SP","cardoso","6","1095.32"
"SC","benedito novo","6","1093.77"
"SP","cosmorama","6","1091.55"
"SP","estiva gerbi","7","1090.98"
"SP","regente feijo","10","1088.31"
"SC","itapoa","9","1087.75"
"PR","prudentopolis","7","1085.17"
"SC","urussanga","10","1083.08"
"SP","pradopolis","10","1081.31"
"MG","fronteira","6","1079.53"
"SC","porto belo","9","1079.32"
"RS","rolante","9","1078.4499999999998"
"SP","oriente","3","1075.02"
"BA","barra da estiva","7","1072.68"
"MG","eugenopolis","5","1071.39"
"PR","colonia jordaozinho","2","1071.03"
"MG","bom jardim de minas","8","1068.3799999999999"
"SP","vera cruz","9","1066.9499999999998"
"MG","paraopeba","9","1066.74"
"PR","palotina","10","1065.77"
"PR","sao joao","11","1064.7899999999997"
"SP","guara","7","1064.04"
"RS","nova santa rita","5","1064"
"MG","conceicao da aparecida","5","1063.6499999999999"
"MG","borda da mata","6","1062.25"
"RS","nao-me-toque","7","1062.1000000000001"
"PR","coronel vivida","11","1058.5900000000001"
"GO","goianira","8","1057.77"
"ES","alfredo chaves","7","1052.61"
"MG","jordania","5","1047.2"
"RS","cacapava do sul","5","1044.83"
"RS","balneario pinhal","7","1043.9399999999998"
"SP","icem","9","1043.64"
"RS","serafina correa","9","1042.3799999999999"
"PR","colonia castrolanda","3","1041.7"
"BA","jacaraci","4","1040.27"
"SC","pinhalzinho","9","1040.1999999999998"
"PR","munhoz de melo","4","1037.26"
"RJ","varre-sai","4","1035.37"
"PR","quedas do iguacu","8","1030.44"
"SC","capivari de baixo","5","1028.73"
"ES","sao domingos do norte","7","1028.5"
"MG","itaobim","6","1026.56"
"GO","abadiania","1","1025.52"
"PR","cambara","9","1022.6199999999999"
"MG","alvinopolis","11","1020.9599999999999"
"PR","assai","5","1019.8"
"MG","monte santo de minas","9","1018"
"BA","canavieiras","6","1017.29"
"MG","brazopolis","6","1015.5"
"RJ","california da barra","6","1014.5"
"MG","sao goncalo do rio abaixo","6","1013.4300000000001"
"PR","figueira","4","1012.87"
"SP","holambra ii","5","1012.82"
"SC","canelinha","4","1012.72"
"SP","boa esperanca do sul","11","1012.6200000000001"
"SC","palma sola","4","1010.5500000000001"
"SP","taiuva","5","1010.13"
"ES","itarana","3","1010.02"
"SP","itaju","3","1008.37"
"PR","sertanopolis","4","1008.1399999999999"
"GO","mozarlandia","7","1008.0399999999997"
"RS","candido godoi","1","1005.84"
"PR","santa fe","5","1005.44"
"SP","capela do alto","3","1004.25"
"GO","itaja","3","1001.9"
"MG","grao mogol","3","999.3"
"BA","cansancao","7","998.3699999999999"
"RJ","conservatoria","4","997.19"
"SC","sao lourenco do oeste","9","997.1300000000001"
"PR","faxinal","9","995.7300000000001"
"SP","guapiacu","6","995.55"
"BA","trancoso","6","995.19"
"RS","sao marcos","9","994.76"
"MG","bom sucesso","4","994.6999999999999"
"SC","bom jesus","2","993.16"
"GO","santo antonio do descoberto","5","992.88"
"SP","miracatu","5","991.8100000000001"
"SP","vargem grande do sul","12","990.68"
"MG","pecanha","4","988.53"
"SC","rodeio","7","985.95"
"SP","irapuru","6","985.29"
"SP","julio mesquita","2","984.59"
"RS","julio de castilhos","10","983.0399999999998"
"SP","angatuba","8","983.0300000000001"
"PR","cruzeiro do oeste","7","982.5"
"SP","urania","4","980.28"
"PR","guaira","7","979.8000000000001"
"MG","candeias","9","975.8500000000001"
"MG","sao goncalo do para","3","975.8500000000001"
"BA","mairi","2","974.31"
"MG","guaranesia","9","972.8300000000002"
"SC","nova trento","6","972.21"
"GO","santa rita do araguaia","7","972.0300000000001"
"BA","itacare","7","970.2"
"MG","conceicao do rio verde","5","970.15"
"BA","tucano","8","969.5799999999999"
"MG","alpinopolis","7","969.4499999999999"
"MG","novo cruzeiro","9","968.8700000000001"
"MG","arinos","8","959.82"
"RS","portao","10","959.4599999999998"
"GO","itapuranga","6","959.3100000000001"
"SP","santa branca","9","953.35"
"GO","inaciolandia","3","952.92"
"SP","jacare","8","952.5799999999998"
"PR","cidade gaucha","5","950.0999999999999"
"GO","planaltina","10","949.3400000000001"
"PR","nova londrina","9","946.56"
"SP","sao luis do paraitinga","3","945.99"
"SP","piquete","9","945.8599999999999"
"MG","resplendor","10","944.6"
"SP","areiopolis","3","944.24"
"MG","matozinhos","12","944.16"
"MG","marilac","1","942.78"
"MG","rio manso","5","939.6800000000001"
"BA","queimadas","4","937.57"
"SP","borborema","8","936.8000000000001"
"SP","nazare paulista","7","934.3299999999999"
"RS","tapes","6","934.2600000000001"
"PR","porecatu","9","930.71"
"MG","dores do indaia","7","928.8600000000001"
"PR","mambore","8","928.47"
"GO","campos belos","7","927.53"
"MG","brasilia de minas","9","922.9199999999998"
"MG","lagoa formosa","7","921.92"
"GO","mambai","2","921.9"
"BA","ruy barbosa","7","921.1499999999999"
"MG","datas","1","920.94"
"MG","lima duarte","6","920.86"
"RS","getulio vargas","8","919.9399999999999"
"SP","guaicara","8","917.5600000000001"
"GO","itaguari","1","913.7"
"PR","imbituva","8","913.66"
"RJ","trajano de moraes","8","913.04"
"RJ","arrozal","3","912.81"
"MG","tarumirim","4","912.25"
"GO","piranhas","4","911.81"
"ES","joao neiva","8","911.3999999999999"
"RS","tres coroas","6","910.48"
"MG","cachoeira do campo","2","909.84"
"BA","boninal","2","909.8"
"SP","lutecia","1","908.84"
"RS","chui","5","908.1600000000001"
"RS","cerro largo","7","907.8100000000001"
"PR","mallet","6","907.63"
"SP","avanhandava","7","905.3299999999999"
"SP","joanopolis","6","904.5100000000002"
"SC","sao joao do sul","2","902.37"
"PR","carlopolis","6","901.1800000000001"
"PR","salto do lontra","4","900.1099999999999"
"RS","candiota","4","899.5999999999999"
"SP","igarapava","7","897.02"
"SP","nuporanga","3","895.4099999999999"
"SP","pedro de toledo","8","893.26"
"SP","jacupiranga","5","885.57"
"BA","ubaira","6","884.9100000000001"
"BA","ipiau","7","883.7900000000001"
"MG","santa rita de caldas","6","882.22"
"BA","conde","2","881.52"
"MG","rio paranaiba","9","881.48"
"SP","juquia","9","880.09"
"BA","barra do choca","3","877.49"
"SC","ilhota","4","877.22"
"BA","maracas","5","877.09"
"RS","campos borges","3","877.04"
"SC","papanduva","8","876.6499999999999"
"MG","serro","2","876.62"
"GO","cidade ocidental","8","876.5699999999999"
"MG","sao pedro dos ferros","4","875.73"
"SP","taguai","10","873.5600000000002"
"MG","campina verde","10","868.85"
"GO","guapo","6","868.7"
"MG","bicas","7","868.5500000000001"
"MG","formoso","2","867.1"
"BA","arataca","1","865.78"
"MG","virgem da lapa","3","864.44"
"SC","laurentino","5","863.2700000000001"
"PR","marmeleiro","7","862.98"
"RJ","vila muriqui","7","856.4499999999999"
"SP","murutinga do sul","2","855.71"
"ES","mimoso do sul","9","853.56"
"BA","itajuipe","3","852.2800000000001"
"PR","vere","3","848.9699999999999"
"SP","paraiso","5","848.74"
"SP","echapora","2","847.25"
"SP","cafelandia","8","846.2"
"SC","presidente getulio","6","846.13"
"SP","ribeirao bonito","7","846.12"
"BA","itirucu","3","845.37"
"GO","sao joao d'alianca","3","844.86"
"SC","alfredo wagner","2","844.67"
"MG","pedralva","3","844.32"
"PR","floresta","5","844.0899999999999"
"SP","igarata","5","843.87"
"SP","potirendaba","8","842.8399999999999"
"MG","carbonita","4","841.12"
"MG","muzambinho","9","840.63"
"SP","cananeia","8","838.89"
"SC","catanduvas","6","834.99"
"SP","cabreuva","6","834.12"
"MG","belo oriente","5","833.02"
"GO","firminopolis","7","832.5"
"BA","morro de sao paulo","1","832"
"RS","tres cachoeiras","7","831.42"
"SP","santa albertina","7","830.42"
"RS","pejucara","4","830.3499999999999"
"SP","ibira","6","830.15"
"BA","sao felipe","2","827.01"
"BA","madre de deus","7","826.7400000000001"
"SC","vargem bonita","5","826.27"
"RJ","avelar","4","824.24"
"SC","rio do campo","4","822.25"
"SC","cunha pora","5","820.95"
"SP","bilac","7","817.8599999999999"
"BA","coribe","8","816.7800000000001"
"RS","estacao","5","815.22"
"MG","nepomuceno","9","810.6800000000001"
"GO","anicuns","8","809.19"
"MG","jaboticatubas","1","808.87"
"PR","capanema","9","805.98"
"MG","caetanopolis","8","805.6199999999999"
"PR","santa helena","9","803.75"
"BA","conceicao da feira","2","802.95"
"SP","sabino","3","802.87"
"RS","barros cassal","3","800.36"
"MG","piedade de caratinga","7","799.83"
"MG","jaiba","6","799.0400000000001"
"BA","andorinha","5","797.61"
"SC","abelardo luz","6","797.5799999999999"
"ES","barra de sao francisco","9","797.2900000000001"
"BA","medeiros neto","7","797.29"
"SP","cajuru","9","793.9"
"PR","santa cruz de monte castelo","4","793.0500000000001"
"RS","rio pardo","5","791.4499999999999"
"MG","divisa nova","1","788.71"
"SP","catigua","6","788.52"
"SP","sao bento do sapucai","7","788.0600000000002"
"BA","miguel calmon","5","787.81"
"GO","iaciara","3","787.12"
"SC","guabiruba","5","786.81"
"RJ","carapebus","5","786.52"
"MG","campanha","7","786.26"
"PR","corbelia","3","785.22"
"BA","sobradinho","5","783.7400000000001"
"BA","ribeira do pombal","8","782.3599999999999"
"ES","bom jesus do norte","4","781.8499999999999"
"GO","santa cruz de goias","2","779.6899999999999"
"MG","tocantins","6","778.49"
"BA","livramento de nossa senhora","5","777.5699999999999"
"PR","terra boa","4","773.42"
"PR","terra rica","7","769.6300000000001"
"RS","cidreira","5","769.02"
"BA","urandi","2","767.8100000000001"
"SP","guaracai","5","767.11"
"RS","santo cristo","7","766.18"
"SP","colina","9","762.25"
"RJ","santa isabel do rio preto","1","761.82"
"SC","palmitos","5","760.98"
"SP","nova europa","8","760.8899999999999"
"SP","paranapanema","11","759.71"
"SP","bofete","5","758.6700000000001"
"RS","nova hartz","3","755.22"
"GO","jaragua","7","755.0699999999999"
"GO","bela vista de goias","7","753.35"
"RS","pedro osorio","3","752.98"
"MG","perdoes","9","752.01"
"SP","aracariguama","8","751.6099999999999"
"PR","ubirata","7","751.43"
"SP","lindoia","9","751.3400000000001"
"MG","conceicao do para","3","749.55"
"PR","peabiru","4","748.5"
"RJ","comendador levy gasparian","7","746.56"
"SC","sao ludgero","3","746.51"
"RS","barra do ribeiro","5","742.89"
"PR","manoel ribas","4","742.3199999999999"
"RS","morro reuter","3","741.4000000000001"
"PR","pirai do sul","6","740.98"
"BA","arraial d'ajuda","7","739.0800000000002"
"SP","taquarivai","3","738.9000000000001"
"BA","morro do chapeu","7","737.84"
"MG","virginopolis","7","737.1199999999999"
"SP","santa cruz das palmeiras","9","736.51"
"RS","horizontina","7","735.55"
"MG","frei inocencio","5","733.89"
"SP","maristela","4","731.42"
"SC","passo de torres","7","731.26"
"BA","rio do pires","4","731.25"
"MG","morada nova de minas","3","730.3699999999999"
"MG","monte azul","5","729.88"
"RS","sao jeronimo","7","729.34"
"MG","itambacuri","6","727.89"
"SP","guaranta","5","715.01"
"SP","apiai","6","714.94"
"MG","conceicao dos ouros","4","714.9200000000001"
"RS","pinheiro machado","5","713.3100000000001"
"SC","petrolandia","5","712.05"
"MG","santa cruz de minas","5","710.39"
"RS","sao jose do norte","7","710.3199999999999"
"BA","itororo","2","709.37"
"MG","rio acima","8","709.23"
"MG","rio pardo de minas","5","708.49"
"SP","morungaba","7","708.32"
"PR","paulo frontin","5","707.4"
"MG","lagoa dourada","5","707.3"
"PR","itaperucu","4","707.2"
"SC","campo ere","7","706.07"
"MG","jequitiba","2","703.86"
"SP","bananal","5","702.49"
"PR","guaraci","2","701.96"
"MG","carmo de minas","3","699.53"
"MG","juatuba","4","699.3299999999999"
"MG","baldim","2","699.0400000000001"
"SP","nhandeara","7","698.47"
"SP","fernando prestes","6","696.5799999999999"
"RS","sao sepe","6","695.71"
"SC","seara","5","694.82"
"MG","medina","6","694.4"
"MG","aguas vermelhas","3","692.89"
"RJ","silva jardim","4","691.27"
"MG","mario campos","3","690.9"
"RS","porto xavier","5","690.18"
"MG","ibiai","3","689.95"
"BA","coronel joao sa","3","689.71"
"SC","sao carlos","5","688.57"
"GO","castelandia","5","688.41"
"SC","maravilha","9","686.6"
"MG","jeceaba","6","683.51"
"ES","marechal floriano","5","681.38"
"MG","jequeri","1","676.84"
"RS","vera cruz","4","676.1"
"RJ","sapucaia","4","675.82"
"SP","salto grande","1","674.34"
"RS","candelaria","4","673.1"
"PR","perola d'oeste","2","672.7499999999999"
"RS","soledade","5","671.66"
"SP","lagoinha","3","668.73"
"BA","ubaitaba","4","667.9300000000001"
"RS","antonio prado","5","667.57"
"SC","palmeira","3","665.88"
"RJ","rio das flores","6","665.69"
"PR","ribeirao claro","5","663.8000000000001"
"RJ","ipiabas","4","663.14"
"PR","nova aurora","3","661.97"
"BA","capim grosso","5","660.78"
"SP","rafard","5","659.46"
"PR","iguaracu","2","659.2"
"SP","valparaiso","8","658.49"
"PR","bela vista do paraiso","3","658.49"
"ES","conceicao do castelo","5","658"
"PR","teixeira soares","1","657.92"
"GO","orizona","6","657.08"
"SP","paulo de faria","5","656.48"
"RS","catuipe","4","655.72"
"SC","pouso redondo","3","655.27"
"RS","anta gorda","4","655.25"
"MG","mateus leme","8","654.0999999999999"
"MG","tiradentes","4","653.58"
"ES","rio novo do sul","6","653.4399999999999"
"MG","mato verde","3","651.31"
"RJ","raposo","3","650.84"
"SP","ariranha","5","647.27"
"MG","sapucai-mirim","4","647.16"
"RS","lavras do sul","3","646.56"
"PR","ivai","2","645.77"
"PR","senges","5","645.5"
"BA","potiragua","7","644.6999999999999"
"RS","roque gonzales","5","643.6099999999999"
"PR","jesuitas","4","642.93"
"SC","anitapolis","2","642.38"
"SP","uchoa","3","641.29"
"PR","ivaipora","7","640.86"
"MG","pirapetinga","7","640.39"
"PR","morretes","3","639.65"
"BA","uibai","4","639.3599999999999"
"RJ","tangua","6","636.04"
"RS","dom feliciano","5","635.95"
"SP","palestina","10","634.57"
"RS","cristal","3","631.04"
"SP","orindiuva","5","629.59"
"PR","terra roxa","3","629.03"
"SP","sales oliveira","6","627.74"
"MG","carai","6","626.69"
"BA","euclides da cunha","5","625.62"
"RS","sao francisco de paula","5","622.6800000000001"
"SP","eldorado","5","622.22"
"MG","caldas","5","621.9399999999999"
"SP","lavrinhas","1","621.35"
"BA","posto da mata","4","620.13"
"RJ","quatis","5","617.87"
"RJ","cardoso moreira","6","616.88"
"GO","vianopolis","3","616.76"
"MG","alfredo vasconcelos","3","616.74"
"RJ","sao sebastiao do alto","4","616.6999999999999"
"SP","bady bassitt","6","615.24"
"SC","ipora do oeste","6","615.23"
"BA","cacule","3","615.05"
"MG","martins soares","6","613.9000000000001"
"MG","rio novo","4","613.25"
"GO","parauna","4","610.16"
"BA","tanhacu","4","609.8000000000001"
"RS","sao valentim","3","609.47"
"MG","guimarania","4","609.33"
"PR","pitanga","3","607.71"
"MG","teixeiras","6","607.65"
"GO","cachoeira alta","6","605.4799999999999"
"BA","santa cruz cabralia","5","605.1800000000001"
"MG","canapolis","5","604.6800000000001"
"RS","tenente portela","3","604.0500000000001"
