"customer_state","customer_city","total_orders","total_revenue"
"RS","santo antonio do planalto","1","221.07"
"BA","sao miguel das matas","1","221"
"MG","azurita","3","220.85000000000002"
"SP","herculandia","3","220.64"
"MG","montezuma","2","220.35"
"PR","abatia","3","220.19"
"PR","salgado filho","3","219.94"
"SP","santa rita d'oeste","3","219.73000000000002"
"GO","hidrolina","2","218.96"
"MG","tiros","3","218.66"
"MG","bom jesus do amparo","1","218.54"
"BA","ibiassuce","2","218.42"
"SC","santa rosa do sul","1","218.27"
"PR","clevelandia","3","218.19"
"GO","mara rosa","2","218.17000000000002"
"BA","america dourada","1","217.92"
"SC","xavantina","2","217.70999999999998"
"SP","galia","1","217.64"
"MG","santa rita do ibitipoca","2","216.81"
"MG","sao goncalo do abaete","2","216.48000000000002"
"MG","conceicao do formoso","1","215.24"
"SC","botuvera","2","215.17000000000002"
"MG","andrequice","1","215.14"
"MG","macuco de minas","1","215.14"
"RS","capao da porteira","2","215.13"
"SP","santa barbara d oeste","4","214.76"
"MG","cachoeira da prata","2","214.43"
"RS","fontoura xavier","1","214.16"
"MG","moema","1","214.12"
"SP","pinheiros","1","213.83"
"SC","rio das antas","2","213.78"
"SP","mira estrela","1","213.56"
"SP","sao joao de iracema","3","213.38"
"RS","bossoroca","1","213.34"
"BA","jussari","2","213.19"
"MG","ritapolis","3","212.32999999999998"
"MG","fruta de leite","2","212.16"
"MG","cachoeira do brumado","1","211.17"
"PR","chopinzinho","4","211.14"
"RS","campina das missoes","2","211"
"SP","estrela do norte","3","210.76999999999998"
"MG","sao roque de minas","2","210.54"
"MG","guape","1","210.48"
"MG","ladainha","2","210.20999999999998"
"BA","ubata","1","210.18"
"BA","nova canaa","2","210.07999999999998"
"PR","ventania","3","209.88000000000002"
"SP","nova campina","2","209.51999999999998"
"RS","jaguari","3","209.34"
"PR","espigao alto do iguacu","2","209.32"
"MG","bugre","1","209.3"
"MG","inconfidentes","2","208.97"
"SC","sao bernardino","1","208.48"
"ES","celina","2","208.23"
"MG","acaiaca","2","207.9"
"RS","maquine","1","207.4"
"GO","matrincha","2","207.18"
"MG","santana do deserto","1","206.99"
"RS","salvador do sul","1","206.99"
"GO","carmo do rio verde","2","206.32"
"RS","macambara","2","205.72"
"SP","engenheiro balduino","1","205.54"
"MG","arantina","1","204.41"
"BA","apuarema","1","204.38"
"GO","cocalzinho de goias","1","203.08"
"BA","abaira","2","203"
"SC","belmonte","1","202.5"
"SP","aguas de santa barbara","3","202.03"
"PR","sao joao do triunfo","2","201.82"
"PR","palmital","1","201.75"
"PR","alto alegre","2","200.69"
"MG","ataleia","2","200.69"
"MG","luz","2","200.53"
"BA","abrantes","1","200.35"
"MG","urucania","1","200.33"
"MG","ribeiro junqueira","1","200.33"
"SP","lucianopolis","2","199.97"
"BA","tabocas do brejo velho","3","199.96"
"BA","iramaia","2","199.37"
"MG","sao joao do manhuacu","2","199.26000000000002"
"SP","aparecida de monte alto","1","199.26"
"MG","capitao andrade","1","199"
"ES","pancas","1","198.9"
"SP","emilianopolis","2","198.49"
"PR","lindoeste","2","198.25"
"RS","capivari do sul","1","197.95"
"BA","ichu","2","197.92"
"MG","pequi","1","197.5"
"GO","apore","1","197.38"
"MG","claraval","1","197.04"
"PR","jaboti","2","196.96"
"SC","jaguaruna","2","196.89"
"MG","sao goncalo do rio das pedras","1","196.5"
"BA","itabatan","2","196.39999999999998"
"MG","desembargador otoni","1","196.02"
"GO","campinacu","1","195.91"
"SP","porangaba","2","195.63"
"GO","jesupolis","2","195.34"
"BA","maragogipe","2","195.04000000000002"
"ES","santo antonio do canaa","1","194.88"
"BA","barra","2","194.84"
"SC","ipira","2","194.74"
"ES","piacu","1","194.48"
"RJ","purilandia","1","194.48"
"RS","sao vendelino","2","194.28"
"SP","terra roxa","2","193.48"
"PR","sapopema","2","193.31"
"BA","itagimirim","1","193.06"
"RS","herval","1","192.56"
"RS","fazenda vilanova","2","192.21"
"RS","vila langaro","3","191.91"
"PR","roncador","2","191.73"
"MG","felicio dos santos","1","191.58"
"RS","coxilha","2","191.5"
"MG","nazareno","2","190.26"
"MG","orizania","1","190.09"
"PR","jardim olinda","1","189.84"
"SP","marinopolis","2","188.98"
"RJ","sao joao do paraiso","1","188.65"
"RJ","bom jesus do querendo","1","188.55"
"MG","porto firme","2","188.5"
"BA","itaparica","1","188.36"
"MG","ipuiuna","1","188.34"
"BA","nova fatima","1","188.29"
"BA","correntina","2","188.11"
"RJ","visconde de maua","3","188.05"
"GO","sao joao da parauna","1","187.84"
"BA","cravolandia","1","187.83"
"MG","capim branco","2","187.17000000000002"
"MG","silvianopolis","3","186.76000000000002"
"PR","luiziana","2","186.57"
"SP","euclides da cunha paulista","2","186.39"
"BA","oliveira dos brejinhos","2","185.84"
"SC","arroio trinta","1","185.84"
"BA","brotas de macaubas","1","185.62"
"GO","cachoeira dourada","2","185.02"
"GO","urutai","3","184.79"
"RS","miraguai","1","183.29"
"MG","sao jose do divino","1","182.84"
"RS","putinga","2","182.56"
"PR","pranchita","1","182.36"
"MG","perpetuo socorro","2","182.3"
"SP","motuca","2","182.29"
"SC","sao domingos","2","182.18"
"MG","sao geraldo da piedade","1","181.76"
"MG","paiva","2","181.74"
"BA","itapicuru","2","181.54"
"RS","victor graeff","2","181.25"
"BA","itubera","3","181.22"
"MG","ibertioga","1","181.21"
"PR","amapora","2","180.65"
"MG","carrancas","3","180.62"
"MG","senador firmino","2","180.44"
"SC","caibi","3","180.41"
"GO","aruana","2","180.31"
"RS","santa barbara do sul","2","180.09"
"PR","boa esperanca","1","179.77"
"MG","mendonca","1","179.35"
"SP","itirapina","2","179.21"
"GO","mimoso de goias","1","179.12"
"PR","quinta do sol","3","178.66000000000003"
"MG","santa fe de minas","1","178.27"
"PR","marilandia do sul","1","178.27"
"PR","rio verde","1","178.27"
"MG","santo antonio dos campos","1","177.99"
"BA","jaua","1","177.38"
"SC","romelandia","1","176.87"
"BA","candeal","1","176.65"
"MG","rio espera","1","176.45"
"ES","iuna","2","176.26999999999998"
"GO","aurilandia","1","176.2"
"GO","nova crixas","1","176.18"
"MG","turvolandia","2","176.08999999999997"
"PR","santa amelia","1","175.87"
"RS","ivora","1","175.79"
"RS","lagoao","1","175.43"
"MG","simao pereira","1","175.41"
"MG","machacalis","2","175.17"
"ES","jacigua","2","175.11"
"PR","mariopolis","1","173.95"
"PR","ibema","1","173.89"
"BA","presidente janio quadros","1","173.88"
"MG","coracao de jesus","3","173.38"
"GO","sao patricio","1","172.96"
"BA","dom basilio","3","172.70999999999998"
"SP","lupercio","3","172.11"
"BA","pindai","2","171.54"
"SP","sao sebastiao da serra","1","171.35"
"RJ","tres irmaos","1","171.20000000000002"
"SP","caiua","2","170.99"
"SC","picarras","1","170.84"
"BA","saude","2","169.98000000000002"
"MG","senhora de oliveira","2","169.94"
"GO","simolandia","2","169.73"
"RS","seberi","2","169.67000000000002"
"MG","careacu","2","169.58999999999997"
"SP","santa maria da serra","2","169.42"
"BA","heliopolis","1","169.28"
"SP","alfredo marcondes","1","169.23"
"MG","andrelandia","3","169.06"
"PR","itaguaje","2","168.96"
"MG","prudente de morais","2","168.49"
"MG","urucuia","1","168.29"
"MG","paula candido","1","168.19"
"ES","vila nelita","2","167.98000000000002"
"RS","ibarama","1","167.92"
"GO","agua fria de goias","1","167.81"
"PR","ourizona","1","167.8"
"MG","matutina","2","167.66"
"PR","quatro pontes","1","167.66"
"MG","itatiaiucu","2","167.15"
"PR","maua da serra","2","167.12"
"SP","sao francisco","2","166.72"
"MG","piracema","1","166.59"
"SP","jaborandi","3","166.38"
"PR","adhemar de barros","1","166.29"
"MG","angustura","1","166.29"
"RS","alto alegre","1","165.72"
"SC","paial","1","165.71"
"MG","sao joao das missoes","2","165.15"
"SP","tecainda","1","165.13"
"RS","protasio alves","2","165.06"
"SC","jose boiteux","1","165"
"BA","itagi","2","164.64"
"MG","dom joaquim","1","163.38"
"SP","nossa senhora do remedio","2","163.29000000000002"
"GO","corumba de goias","2","163.28"
"RS","vespasiano correa","1","163.25"
"MG","guiricema","1","161.56"
"PR","jardim alegre","2","161.44"
"MG","piau","2","161.44"
"MG","inhauma","2","161.21"
"BA","sao desiderio","1","161.19"
"PR","ipiranga","3","161.09"
"GO","araguapaz","2","160.89"
"PR","tamarana","2","160.84"
"RS","esmeralda","1","160.76"
"BA","mascote","2","158.99"
"MG","central de santa helena","1","158.76"
"MG","santa cruz do prata","2","158.72"
"PR","doutor ulysses","1","158.61"
"SC","morro grande","1","158.58"
"PR","grandes rios","2","157.75"
"SP","igaracu do tiete","4","157.66"
"MG","itabirinha","1","157.41"
"MG","carlos chagas","2","157.37"
"BA","ibitiara","1","157.28"
"BA","mundo novo","1","157.28"
"MG","aracitaba","2","156.74"
"SC","abdon batista","1","156.7"
"BA","paripiranga","2","156.65"
"RS","sao joao da urtiga","1","156.64"
"SP","estrela d oeste","1","156.33"
"MG","chale","2","156.22"
"MG","presidente kubitschek","2","156.06"
"RS","silveira martins","1","155.14"
"PR","sede alvorada","1","154.9"
"PR","imbau","2","154.87"
"PR","sao clemente","1","154.86"
"RS","barao de cotegipe","2","154.71"
"MG","dionisio","2","154.42000000000002"
"MG","morro do ferro","1","154.38"
"SC","nossa senhora de caravaggio","1","154.38"
"SP","neves paulista","3","154.32"
"MG","brejo bonito","1","153.9"
"PR","cantagalo","2","153.84"
"SC","cerro negro","1","153.32"
"MG","senador modestino goncalves","2","153.17000000000002"
"PR","iguatu","1","153.04"
"PR","farol","1","152.72"
"RS","caseiros","1","152.66"
"MG","pirajuba","1","152.61"
"SC","coronel martins","2","152.14"
"MG","salto da divisa","2","151.66000000000003"
"MG","planura","2","151.1"
"MG","liberdade","3","150.9"
"GO","domiciano ribeiro","2","149.38"
"PR","rancho alegre d'oeste","1","149.29"
"ES","divino de sao lourenco","1","149.16"
"RJ","sacra familia do tingua","1","149.04"
"MG","grupiara","1","148.94"
"RS","barra do rio azul","1","148.71"
"PR","entre rios do oeste","3","148.57999999999998"
"GO","sao luiz do norte","1","148.33"
"RS","chiapetta","1","148.15"
"PR","cruzeiro do iguacu","1","148.15"
"MG","ibiracatu","1","148.15"
"BA","wagner","1","147.69"
"BA","biritinga","1","147.57"
"MG","estrela do indaia","2","147.5"
"MG","ferros","2","147.36"
"BA","barro preto","1","146.58"
"RS","capitao","1","146.5"
"MG","passa tempo","1","146.46"
"MG","durande","2","146.19"
"RS","andre da rocha","1","146.13"
"MG","pocoes de paineiras","1","145.95"
"RS","sao francisco de assis","2","145.39"
"SC","lajeado grande","1","145.08"
"BA","anguera","1","144.99"
"BA","itagiba","2","144.86"
"SC","peritiba","2","144.70999999999998"
"MG","comercinho","1","144.65"
"MG","corrego fundo","1","144.65"
"SP","jeriquara","1","144.65"
"ES","brejetuba","1","144.54"
"SP","mombuca","3","144.47"
"MG","jacinto","2","144.46"
"SC","luiz alves","2","144.4"
"MG","cruzeiro da fortaleza","2","144.29999999999998"
"RS","augusto pestana","2","143.95"
"SP","jaci","2","143.41000000000003"
"BA","brejoes","1","143.34"
"SP","guzolandia","1","143.31"
"PR","sao pedro do iguacu","1","142.96"
"MG","sao geraldo do baguari","1","142.96"
"BA","central","1","142.89"
"PR","turvo","2","142.68"
"MG","cachoeira dourada","1","142.67"
"SC","angelina","1","142.05"
"SP","gaviao peixoto","2","142.04000000000002"
"MG","francisco dumont","2","141.87"
"RS","charrua","1","141.63"
"BA","ibirapua","1","141.42"
"SP","mariapolis","2","140.98000000000002"
"MG","agua comprida","2","140.65"
"SP","tapirai","2","140.53"
"PR","paranapoema","1","140.49"
"SP","meridiano","1","140.47"
"SP","presidente alves","2","140.42000000000002"
"GO","ipiranga de goias","1","139.98"
"SP","bora","1","139.71"
"PR","iretama","1","139.59"
"BA","maiquinique","1","139.48"
"RS","erebango","1","139.42"
"SP","nova canaa paulista","2","139.14999999999998"
"ES","braco do rio","2","138.93"
"SP","natividade da serra","1","138.89"
"RS","sao nicolau","1","138.6"
"PR","santana","1","138.6"
"PR","manfrinopolis","1","138.08"
"MG","sardoa","1","137.99"
"MG","campo alegre de minas","1","137.93"
"SC","zortea","2","137.57"
"BA","wenceslau guimaraes","1","137.5"
"RS","mariano moro","1","137.26"
"MG","goiana","3","137.25"
"PR","sao jose da boa vista","1","137.07"
"SC","sao cristovao do sul","1","137.07"
"RS","alpestre","1","136.98"
"SC","treviso","1","136.98"
"RS","nova araca","1","136.59"
"MG","serranopolis de minas","1","136.5"
"ES","governador lindenberg","2","136.28"
"MG","antunes","1","135.39"
"SP","tapinas","1","135.08"
"SP","pontes gestal","1","135.08"
"SP","venda branca","1","134.83"
"MG","umburatiba","1","134.7"
"SP","rinopolis","2","134.56"
"MG","bela vista de minas","1","134.51"
"MG","patrocinio do muriae","2","134.38"
"SP","candido rodrigues","4","134.3"
"MG","crisolita","2","134.24"
"PR","california","2","133.95"
"RS","ipiranga do sul","1","133.25"
"MG","japaraiba","1","132.46"
"RS","barracao","2","132.2"
"BA","barro alto","2","132.18"
"MG","varjao de minas","2","131.9"
"RS","quevedos","2","131.69"
"BA","sitio do quinto","2","131.65"
"GO","planaltina de goias","2","131.61"
"MG","varzelandia","2","131.44"
"BA","piata","2","131.35"
"SP","getulina","2","131.01999999999998"
"DF","guara","2","130.99"
"GO","jussara","3","130.91"
"RS","lindolfo collor","1","130.65"
"GO","portelandia","2","130.63"
"BA","canarana","1","130.59"
"PR","nova santa barbara","1","130.53"
"MG","alexandrita","1","130"
"MG","sao bras do suacui","2","129.71"
"GO","arenopolis","1","128.9"
"MG","uniao de minas","3","128.71"
"RS","cotipora","1","127.53"
"BA","banzae","1","127.42"
"RJ","conrado","1","126.12"
"RS","herveiras","1","125.52"
"BA","campo alegre de lourdes","1","124.89"
"PR","pato bragado","2","124.83"
"MG","riachinho","2","124.05000000000001"
"BA","umburanas","1","123.75"
"PR","sao jorge do patrocinio","2","123.72"
"MG","claro dos pocoes","1","123.68"
"MG","felisburgo","1","123.47"
"GO","barro alto","1","123.33"
"MG","guarda-mor","2","123.10999999999999"
"MG","antonio pereira","2","122.32"
"PR","novo itacolomi","1","122.22"
"RS","sao pedro do sul","1","121.97"
"SP","macaubal","1","121.91"
"RS","coqueiro baixo","2","121.76"
"SP","ajapi","1","121.34"
"MG","capela nova","1","121.27"
"BA","gentio do ouro","1","121.1"
"MG","sao vitor","1","121.09"
"SC","frei rogerio","1","121.09"
"MG","bom jesus da penha","2","120.84"
"SC","lindoia do sul","1","120.22"
"BA","conceicao do almeida","1","120.14"
"SP","anhembi","1","120.09"
"RS","fortaleza dos valos","1","119.95"
"PR","sao carlos do ivai","1","119.95"
"MG","santo hipolito","1","119.88"
"MG","olhos d'agua","1","119.84"
"BA","elisio medrado","2","118.75"
"PR","douradina","1","118.65"
"BA","barrocas","1","118.26"
"SP","coronel macedo","2","118.25"
"RJ","mussurepe","1","117.94"
"MG","silvano","1","117.94"
"SP","sao pedro do turvo","2","117.9"
"SP","nova guataporanga","1","117.76"
"GO","itaguaru","2","117.66"
"GO","turvania","2","117.35000000000001"
"PR","vila nova","2","117.19"
"BA","retirolandia","1","117"
"RS","aguas claras","1","116.96"
"SP","paulistania","1","116.94"
"MG","vermelho","1","116.79"
"RS","monte belo do sul","1","116.74"
"MG","materlandia","2","116.65"
"SC","sao bonifacio","1","116.46"
"BA","planalto","1","116.45"
"BA","governador mangabeira","1","116.26"
"RS","sao pedro do butia","1","116.19"
"DF","sobradinho","1","115.94"
"SC","fragosos","1","115.9"
"MG","brasopolis","1","115.9"
"RJ","sao jose do ribeirao","1","115.84"
"RS","santana da boa vista","2","115.8"
"MG","bonito de minas","1","115.44"
"RS","santa maria do herval","1","115.44"
"SP","santa clara d'oeste","1","115.44"
"MG","sao francisco de paula","2","115.41999999999999"
"MG","quatituba","1","114.85"
"MG","ouro verde de minas","2","114.19"
"GO","itaguacu","2","114.10000000000001"
"BA","cristopolis","2","113.94999999999999"
"MG","palmopolis","1","113.2"
"GO","goiandira","1","113.13"
"GO","aragoiania","1","112.9"
"MG","arapua","1","112.77"
"SP","mogi-mirim","2","112.61"
"SP","piquerobi","1","112.45"
"SP","rubineia","1","112.2"
"RS","sinimbu","2","112.11000000000001"
"SP","novais","1","111.99"
"RS","eugenio de castro","1","111.76"
"SP","aramina","1","111.61"
"ES","vargem grande do soturno","1","111.02"
"PR","sao jorge d'oeste","1","111.02"
"BA","piripa","2","110.84"
"BA","andarai","1","109.5"
"MG","ingai","1","109.38"
"MG","vila pereira","1","109.21"
"MG","juvenilia","2","109.1"
"MG","lamim","1","108.63"
"BA","varzea nova","1","108.53"
"SP","serra azul","1","108.52"
"MG","bias fortes","2","108.47999999999999"
"MG","bras pires","2","108.02"
"PR","marilena","1","107.87"
"PR","bom sucesso","1","107.78"
"ES","atilio vivacqua","1","107.78"
"PR","guapirama","1","107.78"
"ES","santa leopoldina","1","107.78"
"MG","fonseca","1","107.53"
"SP","monte castelo","1","106.89"
"RS","general camara","1","106.87"
"PR","coronel domingos soares","1","106.87"
"RS","vanini","1","106.87"
"RS","aratiba","1","106.49"
"SP","redencao da serra","1","106.23"
"MG","entre folhas","1","106.07"
"ES","paraju","1","105.74"
"GO","britania","1","105.37"
"MG","vitorinos","1","105.37"
"RS","pedras altas","1","105.28"
"MG","braunas","1","105.28"
"MG","estrela do sul","1","105.28"
"MG","ilicinea","1","105.28"
"GO","jaupaci","1","105.28"
"RJ","penedo","1","105.28"
"BA","santa brigida","1","104.73"
"PR","contenda","1","104.61"
"SC","aguas mornas","1","104.52"
"PR","perola independente","1","104.46"
"MG","taparuba","1","104.37"
"BA","muquem do sao francisco","2","104.21"
"RS","santo antonio do palma","2","104.09"
"ES","novo brasil","1","103.75"
"MG","monte formoso","2","103.19"
"BA","cotegipe","1","103.15"
"RS","guarani das missoes","2","102.94"
"SP","buritizal","2","102.88"
"RS","rio dos indios","1","102.75"
"RS","dezesseis de novembro","1","102.75"
"RS","sao jose do inhacora","1","102.7"
"PR","rancho alegre","1","102.66"
"RS","senador salgado filho","1","102.49"
"BA","adustina","1","102.27"
"SP","riversul","1","102.03"
"BA","castro alves","2","101.76"
"SP","vargem","2","101.5"
"RS","vila nova do sul","1","101.34"
"MG","sapucaia","1","101.25"
"SP","espigao","2","100.52"
"PR","guairaca","1","100.44"
"MG","major porto","1","100.33"
"PR","nova esperanca do sudoeste","1","100.33"
"BA","itamira","2","100.2"
"MG","coronel pacheco","1","99.9"
"SC","paraiso","1","99.65"
"PR","querencia do norte","1","99.43"
"BA","filadelfia","1","99.16"
"RS","barao do triunfo","1","99.14"
"BA","carnaiba do sertao","1","99.1"
"MG","capitao eneas","1","98.84"
"SC","coronel freitas","1","98.65"
"ES","ponto belo","1","98.56"
"MG","brasilandia de minas","1","98.49"
"GO","ouro verde de goias","1","98.23"
"MG","ewbank da camara","1","98.16"
"RS","tres forquilhas","1","98.13"
"SP","rincao","1","97.63"
"BA","anage","1","97.38"
"RJ","passa tres","2","97.37"
"RJ","santa rita da floresta","1","96.8"
"GO","teresina de goias","1","96.8"
"SC","monte castelo","1","96.65"
"PR","pirapo","1","96.29"
"MG","olaria","1","96.22"
"MG","campo azul","1","96.22"
"MG","rio doce","1","96.2"
"SP","ubirajara","1","96.09"
"MG","pedra do indaia","1","96.08"
"MG","itutinga","1","96.01"
"BA","aracatu","1","95.76"
"RS","ipiranga","1","95.74"
"BA","boquira","1","95.67"
"PR","perobal","1","95.31"
"SP","santa salete","1","95"
"MG","vargem alegre","1","94.71"
"GO","divinopolis de goias","1","94.3"
"MG","alagoa","1","93.98"
"PR","palmeirinha","2","93.8"
"PR","ilha dos valadares","1","93.59"
"SP","iaras","1","93.57"
"RS","taquarucu do sul","1","93.29"
"PR","porto amazonas","2","93.21"
"MG","dom cavati","1","93.08"
"SC","novo horizonte","1","92.67"
"PR","mato rico","1","92.65"
"MG","nacip raydan","1","92.16"
"MG","campo florido","1","92.02"
"BA","ibirataia","2","91.72"
"MG","sao francisco do gloria","1","91.35"
"RS","lagoa dos tres cantos","1","91.18"
"SP","nantes","1","91.05"
"RJ","macuco","1","90.88"
"BA","arraial d ajuda","1","90.7"
"PR","inaja","2","90.3"
"MG","felixlandia","1","90.28"
"SP","salmourao","2","90.27"
"SP","cassia dos coqueiros","1","90.17"
"SP","onda verde","1","89.49"
"MG","glaura","1","89.36"
"RS","nova padua","1","89.36"
"MG","frei gaspar","1","89.19"
"PR","adrianopolis","1","89.17"
"BA","salobro","1","89.15"
"SP","suzanapolis","1","88.94"
"MG","santo antonio do aventureiro","1","88.92"
"SC","bom retiro","1","88.37"
"SP","guatapara","1","87.97"
"SP","paranapua","2","87.80000000000001"
"MG","morro do pilar","1","87.64"
"RS","piratini","1","87.64"
"PR","matelandia","2","87.6"
"BA","teodoro sampaio","1","87.28"
"SP","termas de ibira","1","87.15"
"RS","sao jorge","1","87.02"
"MG","ravena","1","86.73"
"RJ","valao do barro","1","86.54"
"BA","ibipeba","1","86.39"
"PR","vila reis","1","86.15"
"PR","florida","1","86.15"
"PR","formosa do oeste","1","86.15"
"MG","cascalho rico","1","85.92"
"ES","laranja da terra","1","85.6"
"MG","sao thome das letras","2","85.5"
"MG","moeda","1","85.46"
"SP","pontalinda","2","84.75"
"GO","mossamedes","1","84.14"
"PR","serra dos dourados","1","83.33"
"SP","planalto","1","83.06"
"MG","sao mateus de minas","1","82.88"
"BA","dom macedo costa","1","82.83"
"GO","brazabrantes","2","82.7"
"MG","bertopolis","1","82.12"
"BA","salinas da margarida","1","82.12"
"RS","rainha do mar","1","82.03"
"MG","paineiras","1","81.98"
"RS","pouso novo","1","81.82"
"SP","iacri","2","81.62"
"PR","conselheiro mairinck","1","81.55"
"BA","lamarao","1","81.34"
"MG","camacho","1","80.9"
"MG","rubelita","1","80.88"
"PR","nossa senhora das gracas","2","80.75"
"BA","caem","1","80.02"
"PR","santo inacio","1","79.7"
"PR","candoi","1","79.5"
"RS","tapera","1","79.07"
"RS","garruchos","1","79.04"
"SP","cipo-guacu","1","78.71"
"BA","cairu","1","78.64"
"MG","berilo","1","78.22"
"SC","galvao","1","78.02"
"SP","itaoca","1","78.01"
"BA","jandaira","1","77.98"
"RS","novo machado","1","77.66"
"PR","sao miguel do cambui","1","77.57000000000001"
"RS","cerrito","1","77.57"
"MG","mesquita","1","77.57"
"MG","pinhotiba","1","77.57"
"MG","padre paraiso","1","77.57"
"MG","santa rita do itueto","1","77.57"
"RS","porto lucena","1","77.56"
"MG","queixada","1","77.29"
"MG","sao domingos","1","77.06"
"SC","rio rufino","1","76.66"
"PR","nova america da colina","1","76.65"
"BA","guaratinga","2","76.57"
"MG","itaguara","2","76.47"
"BA","aribice","1","76.15"
"BA","sento se","1","76.08"
"RS","nova boa vista","1","75.85"
"RS","sete de setembro","1","75.73"
"MG","pavao","1","75.63"
"SP","guarapua","1","75.17"
"ES","praia grande","1","75.08"
"GO","hidrolandia","1","74.5"
"SP","pedranopolis","1","74.41"
"MG","tocos do moji","1","74.36"
"MG","ponto dos volantes","2","74.3"
"RS","jacuizinho","1","74.26"
"SP","piacatu","1","74.13"
"SP","corumbatai","2","74.13"
"MG","lagoa dos patos","1","74.05"
"BA","condeuba","1","73.83"
"BA","varzea do poco","1","73.83"
"ES","sao joao do sobrado","1","73.56"
"SC","guaraciaba","1","73.38"
"SP","oleo","1","73.34"
"BA","cocos","1","73.27"
"PR","alto sao joao","1","73.25"
"BA","chorrocho","1","73.18"
"RS","itaara","1","73.15"
"PR","alto paraiso","1","73.15"
"PR","bocaiuva do sul","2","72.7"
"RJ","bacaxa","1","72.51"
"MG","sao domingos das dores","1","72.45"
"SP","anhumas","1","72.42"
"PR","santa cecilia do pavao","1","72.14"
"MG","serra do salitre","1","72.05"
"SP","jamaica","1","71.85"
"SP","sarutaia","1","71.82"
"BA","amargosa","1","71.81"
"RS","pontao","1","71.79"
"MG","cajuri","1","71.53"
"PR","santana do itarare","1","71.53"
"PR","barra do jacare","1","71.43"
"SP","populina","1","71.3"
"RS","novo cabrais","1","71.15"
"PR","campo do tenente","1","71.04"
"MG","jaguaracu","1","71.04"
"SP","palmares paulista","1","70.93"
"MG","santana de pirapama","1","70.74"
"SC","presidente nereu","1","70.61"
"SP","taiacu","1","70.51"
"PR","juranda","2","69.94"
"SP","pereiras","1","69.69"
"MG","canaa","1","69.54"
"RS","padre gonzales","1","69.54"
"SP","balbinos","1","69.29"
"ES","pacotuba","1","69.14"
"MG","monsenhor paulo","1","69.12"
"RS","gramado xavier","1","68.97"
"DF","ceilandia","1","68.84"
"MG","pratapolis","1","68.62"
"PR","santa lucia","1","68.49"
"RS","selbach","1","68.13"
"PR","santa margarida","1","68.13"
"RS","cerro grande","1","68.02"
"PR","fenix","1","67.92"
"SC","rio dos cedros","1","67.82"
"MG","sao benedito","1","67.76"
"PR","doce grande","1","67.72"
"RS","tiradentes do sul","1","67.7"
"GO","nova roma","1","67.59"
"SC","calmon","1","67.5"
"ES","araguaia","1","67.23"
"PR","vitorino","1","67.23"
"BA","baixa grande","1","66.24"
"GO","nova america","1","66.11"
"MG","amparo da serra","1","66.06"
"ES","quilometro 14 do mutum","1","66.01"
"SC","santa terezinha","1","66.01"
"BA","ibiajara","1","65.8"
"BA","mansidao","1","65.78999999999999"
"BA","apora","1","65.7"
"RS","machadinho","1","65.6"
"BA","varzedo","1","65.53"
"RS","jacutinga","1","65.5"
"SP","bandeirantes d'oeste","1","65.09"
"RS","almirante tamandare do sul","1","65"
"MG","patis","1","65"
"RJ","pureza","1","65"
"PR","campo magro","1","64.76"
"RS","unistalda","1","64.47"
"SP","palmeira d oeste","1","64.42"
"MG","miradouro","1","64.42"
"MG","caparao","1","64.42"
"PR","foz do jordao","1","64.1"
"SP","elisiario","1","64.1"
"RS","vitoria das missoes","1","64"
"GO","damianopolis","2","63.84"
"SC","iomere","1","63.79"
"PR","guaraquecaba","1","63.37"
"PR","sao sebastiao da amoreira","1","63.23"
"GO","formoso","1","61.93"
"BA","ribeira do amparo","1","61.79"
"BA","dias d avila","1","61.79"
"MG","ubai","1","61.73"
"GO","crominia","1","61"
"SC","agrolandia","1","60.91"
"SP","tuiuti","1","60.85"
"PR","sao jorge do oeste","1","60.53"
"RS","segredo","1","60.14"
"BA","belmonte","1","60.05"
"SC","ponte alta do norte","1","59.46"
"SP","queiroz","1","58.9"
"GO","mutunopolis","1","58.56"
"RS","mampituba","1","58.55"
"MG","desterro de entre rios","1","58.28"
"RS","alegria","1","58.28"
"MG","cedro do abaete","1","58.09"
"MG","corrego danta","1","57.62"
"SP","florinia","1","57.61"
"RS","barao","1","57.53"
"ES","ibiracu","1","57.5"
"MG","natercia","1","57.5"
"BA","capela do alto alegre","1","56.78"
"BA","igapora","1","56.78"
"BA","itaju do colonia","1","56.69"
"SP","agisse","1","56.37"
"RS","itatiba do sul","1","55.95"
"SC","macieira","1","55.56"
"MG","conceicao da ibitipoca","1","55.09"
"MG","coimbra","1","55.01"
"BA","santana do sobrado","1","54.82"
"MG","virginia","1","54.13"
"MG","acucena","1","54.11"
"BA","jussiape","1","53.79"
"GO","jandaia","1","53.4"
"RJ","jaguarembe","1","53.31"
"MG","martinesia","1","53.23"
"MG","joaima","1","53"
"BA","gongogi","1","52.13"
"MG","vermelho novo","1","52.1"
"BA","igrapiuna","1","52.05"
"RS","guabiju","1","51.83"
"BA","antonio goncalves","1","51.69"
"PR","alexandra","1","51.31"
"MG","divino das laranjeiras","1","51.1"
"PR","boa esperanca do iguacu","1","51"
"BA","acajutiba","1","50.95"
"GO","morro agudo de goias","1","50.68"
"MG","santa maria do salto","1","50.48"
"RS","monte bonito","1","50.34"
"MG","miravania","1","50.1"
"RS","picada cafe","1","49.6"
